skuId,skuName,category,supplier,unitCost,unitPrice,currentStock,reorderPoint,reorderQty,leadTimeDays,dailySales30dAvg,dailySales90dAvg,lastSaleDate,lastReorderDate,stockoutDaysLast90d,seasonalIndex,marginPct
SKU-009098,Cerveja Mini 350ml,BEVERAGES,Indústria Reunidas,19.49,44.41,138,91,755,7,14.20,9.11,2026-03-31,2025-12-23,24,1.00,56.1
SKU-009108,Água Sul 600ml,BEVERAGES,Stock Direct,34.13,56.68,100,1,1,7,0.00,0.00,2025-09-14,2026-03-01,0,1.21,39.8
SKU-009113,Cerveja Silver 600ml,BEVERAGES,Aliança Comércio,39.38,95.04,178,76,89,30,2.32,2.51,2026-03-31,2025-12-13,0,0.96,58.6
SKU-009137,Suco Aurora 350ml,BEVERAGES,Distribuidora Central,37.90,57.86,385,209,209,30,6.13,6.98,2026-03-26,2026-02-04,0,0.71,34.5
SKU-009141,Suco Maxi 600ml,BEVERAGES,Stock Direct,8.36,17.15,0,113,841,5,15.76,18.03,2026-03-26,2026-02-28,21,0.70,51.3
SKU-009142,Cerveja Vita 1L,BEVERAGES,Indústria Reunidas,27.74,51.64,861,411,801,14,21.59,21.96,2026-03-31,2026-02-17,4,1.05,46.3
SKU-009154,Cerveja Vivace 1L,BEVERAGES,Distribuidora Central,28.64,50.53,493,789,1312,30,23.65,20.69,2026-03-24,2025-10-06,0,1.07,43.3
SKU-009158,Energético Aurora 600ml,BEVERAGES,GlobalSupply,20.38,34.43,221,847,1799,21,32.35,27.90,2026-03-28,2026-01-02,0,1.10,40.8
SKU-009169,Suco Gold 1L,BEVERAGES,PrimeFood Distribuidora,11.76,19.20,137,111,120,21,4.36,4.17,2026-03-24,2025-11-22,0,1.13,38.8
SKU-009186,Água Fresh 1L,BEVERAGES,MaxiSuprimentos,32.60,48.14,29,18,66,14,1.11,1.01,2026-03-24,2026-03-22,0,0.82,32.3
SKU-009195,Água Sul 2L,BEVERAGES,GlobalSupply,15.43,23.64,241,117,346,10,9.44,7.43,2026-03-25,2025-12-09,0,0.76,34.7
SKU-009197,Cerveja Premium 1L,BEVERAGES,Stock Direct,5.01,9.87,676,390,390,30,9.37,8.61,2026-03-30,2025-10-26,0,0.89,49.3
SKU-009208,Energético PrimaCare 350ml,BEVERAGES,Comercial Vitória,2.46,3.45,35,34,127,10,2.86,2.38,2026-03-31,2025-11-02,0,1.17,28.7
SKU-009211,Cerveja Master 350ml,BEVERAGES,TopParts Brasil,31.15,67.88,24,12,95,5,1.74,1.47,2026-03-31,2025-10-09,0,1.08,54.1
SKU-009214,Energético Vivace 1L,BEVERAGES,Indústria Reunidas,4.73,7.44,223,127,555,10,9.67,8.59,2026-03-31,2026-02-07,0,0.71,36.4
SKU-009218,Água Sul 2L,BEVERAGES,VivaMais Distribuição,40.70,54.14,20,19,46,14,1.04,0.98,2026-03-28,2025-11-19,0,1.11,24.8
SKU-009219,Suco Fresh 1L,BEVERAGES,Aliança Comércio,24.52,31.27,51,23,23,21,0.85,1.08,2026-03-24,2026-02-08,1,1.24,21.6
SKU-009228,Água Fresh 1L,BEVERAGES,Casa & Lar Atacado,2.13,2.97,217,99,376,10,8.07,8.89,2026-03-25,2025-11-30,0,1.00,28.2
SKU-009236,Cerveja Master 350ml,BEVERAGES,Ponto Forte Atacadista,30.79,67.29,33,32,319,5,5.62,5.41,2026-03-25,2026-01-10,0,0.89,54.2
SKU-009250,Cerveja Nordeste 600ml,BEVERAGES,TopParts Brasil,3.74,10.20,67,66,332,5,11.38,9.40,2026-03-26,2026-02-27,0,0.71,63.3
SKU-009257,Água Pro 350ml,BEVERAGES,Stock Direct,36.84,92.19,86,82,417,5,13.50,10.62,2026-03-29,2025-12-15,0,1.06,60.0
SKU-009258,Cerveja Sul 350ml,BEVERAGES,TopParts Brasil,16.48,20.45,46,28,53,21,0.97,0.82,2026-03-27,2026-02-23,0,1.01,19.4
SKU-009261,Cerveja Eco 1L,BEVERAGES,Distribuidora Central,13.57,23.04,34,20,106,7,2.68,2.53,2026-03-27,2025-11-01,0,1.12,41.1
SKU-009282,Água Vita 2L,BEVERAGES,Ponto Forte Atacadista,21.94,46.46,22,21,43,14,1.33,1.38,2026-03-27,2025-11-25,0,0.91,52.8
SKU-009284,Energético Sul 1L,BEVERAGES,Atacadão Nordeste,27.24,36.75,30,13,82,5,2.29,2.74,2026-03-28,2026-01-27,0,0.93,25.9
SKU-009292,Água Aurora 600ml,BEVERAGES,PrimeFood Distribuidora,36.24,99.21,161,80,154,21,3.22,2.68,2026-03-27,2026-02-18,0,1.03,63.5
SKU-009300,Energético Premium 600ml,BEVERAGES,Comercial Vitória,38.94,62.18,58,42,411,3,9.87,11.99,2026-03-30,2026-02-01,0,0.93,37.4
SKU-009307,Cerveja Master 600ml,BEVERAGES,TopParts Brasil,35.99,58.09,27,13,33,7,1.34,1.64,2026-03-26,2026-01-20,0,0.80,38.0
SKU-009313,Suco Plus 1L,BEVERAGES,VivaMais Distribuição,46.08,94.00,5,3,39,3,0.86,1.15,2026-03-28,2026-01-10,0,0.87,51.0
SKU-009323,Energético Natural 600ml,BEVERAGES,Distribuidora Central,15.57,30.15,150,69,102,21,2.62,2.77,2026-03-31,2025-11-24,5,1.00,48.4
SKU-009324,Refrigerante Sul 600ml,BEVERAGES,GlobalSupply,2.04,3.05,30,29,125,10,2.31,2.53,2026-03-24,2025-11-08,0,1.16,33.0
SKU-009376,Refrigerante Original 2L,BEVERAGES,Stock Direct,47.50,68.63,545,260,513,14,13.59,11.65,2026-03-25,2026-03-13,0,1.08,30.8
SKU-009377,Cerveja Master 2L,BEVERAGES,Casa & Lar Atacado,48.71,94.94,137,59,154,10,4.77,5.12,2026-03-28,2025-11-25,0,1.10,48.7
SKU-009394,Cerveja Aurora 350ml,BEVERAGES,Comercial Vitória,30.37,58.37,215,107,488,7,11.98,11.71,2026-03-24,2026-03-08,0,0.85,48.0
SKU-009411,Refrigerante Sul 2L,BEVERAGES,GlobalSupply,48.05,59.15,78,200,594,7,21.59,20.33,2026-03-27,2025-12-16,0,0.83,18.8
SKU-009418,Suco Vivace 600ml,BEVERAGES,Comercial Vitória,25.61,32.52,76,1,1,7,0.00,0.01,2025-12-12,,5,0.76,21.3
SKU-009448,Água Maxi 1L,BEVERAGES,VivaMais Distribuição,38.32,94.14,108,1,1,5,0.00,0.14,2025-08-15,,0,0.85,59.3
SKU-009463,Cerveja Mini 600ml,BEVERAGES,MaxiSuprimentos,47.04,73.78,13,7,65,3,1.68,1.80,2026-03-29,2026-01-20,0,0.77,36.2
SKU-009466,Energético Maxi 350ml,BEVERAGES,Stock Direct,8.70,11.39,38,1,1,14,0.00,0.22,2026-01-12,,0,1.08,23.6
SKU-009468,Suco Pro 1L,BEVERAGES,TopParts Brasil,35.22,44.24,1063,405,1116,14,39.91,21.93,2026-03-24,2026-03-13,15,0.80,20.4
SKU-009471,Suco Vita 2L,BEVERAGES,VivaMais Distribuição,12.37,24.11,409,254,378,14,14.33,11.08,2026-03-25,2026-01-13,0,0.73,48.7
SKU-009473,Energético Maxi 600ml,BEVERAGES,Aliança Comércio,22.01,26.86,32,413,1398,10,32.07,30.73,2026-03-30,2025-11-18,0,1.23,18.0
SKU-009478,Energético Premium 600ml,BEVERAGES,PrimeFood Distribuidora,49.26,117.43,54,53,242,10,4.07,3.78,2026-03-29,2025-12-04,0,1.03,58.1
SKU-009480,Cerveja Natural 350ml,BEVERAGES,Ponto Forte Atacadista,30.45,37.48,34,185,1347,5,27.44,29.70,2026-03-30,2025-12-14,10,1.20,18.8
SKU-009483,Cerveja Eco 1L,BEVERAGES,VivaMais Distribuição,36.29,45.38,22,189,630,10,13.24,12.94,2026-03-29,2026-02-27,0,1.11,20.0
SKU-009484,Suco Plus 350ml,BEVERAGES,GlobalSupply,25.36,33.44,61,27,97,10,2.36,1.87,2026-03-24,2026-03-04,0,0.70,24.2
SKU-009485,Energético Pro 600ml,BEVERAGES,Ponto Forte Atacadista,2.52,4.96,38,37,237,7,3.99,3.94,2026-03-24,2025-10-17,0,0.71,49.2
SKU-009517,Energético Vivace 600ml,BEVERAGES,Stock Direct,20.48,33.96,44,41,107,10,3.37,2.80,2026-03-26,2025-11-15,0,0.81,39.7
SKU-009521,Energético Pro 2L,BEVERAGES,TopParts Brasil,24.31,42.89,99,53,207,7,6.51,5.42,2026-03-28,2026-01-24,0,1.12,43.3
SKU-009527,Energético Premium 600ml,BEVERAGES,VivaMais Distribuição,19.26,46.10,28,27,148,5,4.03,4.34,2026-03-28,2026-02-12,0,0.75,58.2
SKU-009533,Suco Plus 600ml,BEVERAGES,GlobalSupply,3.64,5.50,29,18,53,7,1.88,1.50,2026-03-28,2025-12-24,0,1.15,33.8
SKU-009535,Energético Silver 350ml,BEVERAGES,Aliança Comércio,42.52,63.86,338,155,401,14,8.81,10.72,2026-03-26,2026-03-05,0,1.02,33.4
SKU-009536,Refrigerante Plus 2L,BEVERAGES,Indústria Reunidas,33.94,69.16,57,56,109,21,1.85,1.57,2026-03-29,2025-10-09,0,0.76,50.9
SKU-009565,Água Fresh 1L,BEVERAGES,MaxiSuprimentos,12.71,16.91,10,9,119,3,2.11,1.66,2026-03-26,2025-10-13,0,0.75,24.8
SKU-009570,Refrigerante Nordeste 350ml,BEVERAGES,Aliança Comércio,3.70,6.36,55,25,31,21,1.05,0.92,2026-03-28,2025-10-31,0,1.23,41.9
SKU-009576,Suco TopMark 1L,BEVERAGES,GlobalSupply,25.68,39.54,200,159,284,14,7.97,6.44,2026-03-26,2026-03-08,0,0.92,35.0
SKU-009589,Água TopMark 1L,BEVERAGES,PrimeFood Distribuidora,37.52,56.92,24,16,139,5,2.67,3.26,2026-03-31,2025-12-02,0,0.75,34.1
SKU-009601,Refrigerante TopMark 350ml,BEVERAGES,Stock Direct,30.05,58.64,14,13,54,7,1.36,1.61,2026-03-24,2026-03-07,0,1.03,48.8
SKU-009606,Água Pro 600ml,BEVERAGES,PrimeFood Distribuidora,2.10,2.67,88,67,387,7,6.80,3.60,2026-03-29,2025-10-15,0,1.56,21.5
SKU-009630,Refrigerante Gold 1L,BEVERAGES,Stock Direct,40.45,63.80,34,21,105,5,3.11,2.40,2026-03-30,2025-10-29,0,0.73,36.6
SKU-009644,Suco Maxi 350ml,BEVERAGES,Comercial Vitória,27.46,35.40,292,141,161,21,5.96,5.47,2026-03-28,2025-11-16,5,0.72,22.4
SKU-009648,Energético PrimaCare 2L,BEVERAGES,TopParts Brasil,49.31,78.82,40,23,94,7,2.37,2.94,2026-03-29,2026-03-19,0,1.18,37.4
SKU-009650,Refrigerante PrimaCare 1L,BEVERAGES,Comercial Vitória,34.53,60.20,12,8,99,3,2.45,2.80,2026-03-30,2025-12-30,0,1.05,42.6
SKU-009652,Água Sul 350ml,BEVERAGES,VivaMais Distribuição,39.93,90.65,63,149,648,7,14.99,16.05,2026-03-31,2026-03-07,23,1.01,56.0
SKU-009656,Suco Aurora 1L,BEVERAGES,Indústria Reunidas,6.52,9.30,133,97,210,14,5.30,4.63,2026-03-24,2025-11-06,0,1.14,29.9
SKU-009668,Água Fresh 1L,BEVERAGES,Indústria Reunidas,12.44,26.23,152,151,579,5,23.57,20.18,2026-03-29,2025-12-21,0,1.19,52.6
SKU-009671,Água PrimaCare 1L,BEVERAGES,Aliança Comércio,37.31,74.10,37,36,120,14,2.01,2.51,2026-03-30,2025-12-02,2,1.02,49.7
SKU-009673,Suco Vita 2L,BEVERAGES,PrimeFood Distribuidora,33.84,46.56,366,271,1236,10,23.31,26.55,2026-03-27,2026-03-16,0,0.89,27.3
SKU-009693,Cerveja Gold 350ml,BEVERAGES,Aliança Comércio,37.59,59.67,50,42,161,5,6.87,7.74,2026-03-30,2026-02-08,0,1.22,37.0
SKU-009698,Suco Plus 1L,BEVERAGES,VivaMais Distribuição,32.18,81.41,97,44,338,5,6.52,5.08,2026-03-30,2025-10-09,0,1.20,60.5
SKU-009699,Água PrimaCare 350ml,BEVERAGES,Atacadão Nordeste,26.86,36.81,71,49,181,5,8.02,8.36,2026-03-28,2026-01-01,0,1.23,27.0
SKU-009703,Refrigerante Vita 2L,BEVERAGES,Atacadão Nordeste,13.11,20.40,16,8,46,3,2.20,2.86,2026-03-28,2025-12-16,0,1.17,35.7
SKU-009720,Cerveja Silver 1L,BEVERAGES,PrimeFood Distribuidora,49.85,62.41,23,409,1747,10,35.14,31.27,2026-03-31,2026-03-19,0,0.84,20.1
SKU-009729,Água Vita 600ml,BEVERAGES,Comercial Vitória,35.55,78.41,107,106,466,10,7.89,6.39,2026-03-24,2025-10-16,0,0.82,54.7
SKU-009739,Água Gold 2L,BEVERAGES,Ponto Forte Atacadista,42.00,109.74,110,178,243,14,11.09,6.45,2026-03-30,2026-02-08,6,1.49,61.7
SKU-009750,Água Pro 2L,BEVERAGES,Comercial Vitória,35.52,54.56,30,16,43,7,1.82,1.59,2026-03-28,2025-10-17,0,0.87,34.9
SKU-009758,Água Natural 1L,BEVERAGES,PrimeFood Distribuidora,34.28,54.60,6,5,15,7,0.67,0.83,2026-03-26,2025-12-19,0,0.92,37.2
SKU-009770,Água Natural 1L,BEVERAGES,Casa & Lar Atacado,5.33,8.77,63,36,261,7,4.41,3.51,2026-03-25,2025-12-01,0,0.81,39.2
SKU-009808,Refrigerante Sul 1L,BEVERAGES,Stock Direct,10.07,17.44,46,22,138,7,2.31,2.38,2026-03-29,2025-12-18,0,1.23,42.3
SKU-009827,Energético Fresh 600ml,BEVERAGES,MaxiSuprimentos,13.35,22.02,46,22,65,7,2.34,2.33,2026-03-31,2025-12-19,1,0.73,39.4
SKU-009828,Energético Silver 1L,BEVERAGES,Atacadão Nordeste,16.32,23.25,16,67,513,5,10.29,8.60,2026-03-29,2025-11-14,0,0.90,29.8
SKU-009836,Suco PrimaCare 2L,BEVERAGES,TopParts Brasil,15.37,26.72,46,38,144,10,2.91,2.54,2026-03-28,2026-02-21,0,1.14,42.5
SKU-009849,Cerveja Pro 1L,BEVERAGES,Casa & Lar Atacado,6.77,8.69,47,23,91,10,1.59,2.22,2026-03-29,2025-10-03,0,1.02,22.1
SKU-009856,Água Silver 600ml,BEVERAGES,Comercial Vitória,18.68,24.78,70,1,1,7,0.00,0.23,2025-08-16,2025-10-14,0,0.96,24.6
SKU-009857,Energético Silver 1L,BEVERAGES,Ponto Forte Atacadista,3.01,4.86,246,245,372,21,8.02,4.25,2026-03-31,2025-10-25,0,1.71,38.1
SKU-009861,Suco Pro 2L,BEVERAGES,Comercial Vitória,33.81,45.48,96,57,293,5,8.19,3.55,2026-03-29,2026-03-11,0,1.74,25.7
SKU-009871,Suco Mini 1L,BEVERAGES,Casa & Lar Atacado,8.93,17.68,100,1,1,21,0.00,0.01,2025-08-04,2026-02-08,1,0.78,49.5
SKU-009881,Cerveja Vivace 1L,BEVERAGES,Stock Direct,2.77,5.11,114,108,483,7,11.56,10.89,2026-03-24,2025-12-31,0,1.09,45.8
SKU-009885,Refrigerante Maxi 2L,BEVERAGES,Comercial Vitória,24.18,39.27,244,243,270,30,6.01,5.89,2026-03-26,2025-10-09,0,1.16,38.4
SKU-009897,Água Sul 2L,BEVERAGES,Casa & Lar Atacado,44.11,69.72,12,11,54,3,2.68,2.79,2026-03-25,2026-02-10,0,1.08,36.7
SKU-009899,Energético TopMark 600ml,BEVERAGES,Atacadão Nordeste,27.91,65.95,34,190,467,14,12.14,7.38,2026-03-24,2026-02-27,0,1.32,57.7
SKU-009904,Energético Silver 350ml,BEVERAGES,TopParts Brasil,36.87,56.06,125,69,69,30,1.86,2.27,2026-03-26,2025-11-01,0,0.84,34.2
SKU-009911,Suco Master 1L,BEVERAGES,Indústria Reunidas,15.54,20.89,84,67,375,5,11.83,9.92,2026-03-27,2025-10-14,0,0.75,25.6
SKU-009916,Cerveja Maxi 600ml,BEVERAGES,Distribuidora Central,39.99,55.97,62,61,187,10,4.29,4.85,2026-03-28,2026-03-08,0,1.13,28.6
SKU-009917,Suco PrimaCare 2L,BEVERAGES,Comercial Vitória,19.40,24.00,16,15,96,7,1.89,2.36,2026-03-29,2025-10-22,2,0.75,19.2
SKU-009920,Água Mini 600ml,BEVERAGES,GlobalSupply,5.96,9.06,129,85,494,7,9.22,9.87,2026-03-31,2026-01-29,2,1.22,34.2
SKU-009924,Cerveja PrimaCare 600ml,BEVERAGES,Aliança Comércio,3.31,6.15,83,78,115,30,2.01,2.77,2026-03-25,2025-11-07,0,1.10,46.2
SKU-009936,Suco Mini 1L,BEVERAGES,Aliança Comércio,49.50,111.64,224,169,939,7,19.51,19.00,2026-03-31,2025-10-22,0,0.89,55.7
SKU-009944,Suco TopMark 1L,BEVERAGES,Comercial Vitória,30.58,40.59,216,89,89,30,2.45,2.69,2026-03-25,2025-12-03,0,1.14,24.7
SKU-009950,Cerveja Sul 2L,BEVERAGES,Comercial Vitória,48.98,81.15,156,1,1,7,0.00,0.01,2026-02-05,,0,0.86,39.6
SKU-009952,Refrigerante Vivace 350ml,BEVERAGES,Indústria Reunidas,10.71,20.61,39,37,87,10,2.80,2.27,2026-03-24,2026-03-13,0,0.93,48.0
SKU-009953,Energético Sul 350ml,BEVERAGES,Distribuidora Central,44.12,66.94,165,73,312,7,8.30,7.94,2026-03-27,2026-03-21,0,0.73,34.1
SKU-009966,Energético Maxi 1L,BEVERAGES,VivaMais Distribuição,33.52,91.11,108,52,52,21,1.74,2.14,2026-03-25,2026-01-09,0,1.08,63.2
SKU-009977,Energético Natural 1L,BEVERAGES,Stock Direct,37.36,89.48,13,11,61,7,1.07,1.28,2026-03-28,2025-11-30,0,1.16,58.2
SKU-009984,Refrigerante Nordeste 600ml,BEVERAGES,VivaMais Distribuição,36.33,83.53,99,98,121,14,5.43,6.09,2026-03-28,2025-11-29,0,0.71,56.5
SKU-010003,Energético Pro 1L,BEVERAGES,VivaMais Distribuição,12.99,20.99,81,80,561,7,9.45,11.27,2026-03-27,2026-03-17,1,0.79,38.1
SKU-010013,Cerveja Original 1L,BEVERAGES,Aliança Comércio,6.61,11.10,73,43,88,10,3.18,3.45,2026-03-27,2026-01-15,0,0.92,40.4
SKU-010026,Energético Fresh 1L,BEVERAGES,Distribuidora Central,47.79,65.46,136,52,385,7,6.55,5.49,2026-03-24,2026-03-11,0,0.76,27.0
SKU-010027,Energético Master 2L,BEVERAGES,Distribuidora Central,39.63,63.05,32,77,276,5,10.94,5.64,2026-03-27,2026-03-15,0,1.31,37.1
SKU-010035,Cerveja Vita 1L,BEVERAGES,Casa & Lar Atacado,45.24,75.48,458,249,789,14,13.87,11.85,2026-03-30,2025-12-30,0,0.90,40.1
SKU-010041,Suco Mini 600ml,BEVERAGES,PrimeFood Distribuidora,47.14,112.62,12,9,67,5,1.32,1.67,2026-03-26,2025-10-25,0,1.23,58.1
SKU-010042,Energético Silver 600ml,BEVERAGES,Ponto Forte Atacadista,43.98,59.52,255,82,523,7,12.39,8.39,2026-03-26,2026-01-16,5,1.04,26.1
SKU-010047,Suco Mini 600ml,BEVERAGES,Distribuidora Central,2.28,3.26,290,289,934,10,20.45,20.93,2026-03-24,2026-01-08,0,1.18,30.1
SKU-010068,Energético Premium 600ml,BEVERAGES,Indústria Reunidas,42.73,56.31,254,131,291,21,5.69,5.75,2026-03-31,2025-10-06,0,0.89,24.1
SKU-010075,Água Plus 350ml,BEVERAGES,Ponto Forte Atacadista,23.57,47.44,61,34,34,21,1.21,1.18,2026-03-31,2025-11-02,1,1.05,50.3
SKU-010080,Energético Sul 2L,BEVERAGES,Distribuidora Central,25.25,38.18,100,72,338,10,6.07,5.82,2026-03-30,2025-10-21,0,1.00,33.9
SKU-010094,Suco Nordeste 1L,BEVERAGES,Stock Direct,49.70,64.19,156,70,112,30,1.98,2.41,2026-03-27,2025-12-02,0,1.04,22.6
SKU-010095,Cerveja Eco 600ml,BEVERAGES,Aliança Comércio,20.08,38.28,26,13,76,5,2.28,2.17,2026-03-31,2025-12-17,0,0.77,47.5
SKU-010110,Energético Sul 350ml,BEVERAGES,Distribuidora Central,31.77,51.89,1265,671,2057,14,38.79,32.59,2026-03-27,2026-03-16,0,0.77,38.8
SKU-010121,Refrigerante Nordeste 1L,BEVERAGES,Casa & Lar Atacado,43.31,97.44,42,28,162,7,2.90,2.65,2026-03-28,2025-11-01,0,1.18,55.5
SKU-010123,Refrigerante Premium 350ml,BEVERAGES,Aliança Comércio,48.99,131.42,159,72,272,7,9.34,8.34,2026-03-30,2025-12-08,0,1.12,62.7
SKU-010136,Refrigerante Aurora 1L,BEVERAGES,VivaMais Distribuição,7.63,17.20,141,295,1315,7,31.19,33.88,2026-03-30,2025-11-30,15,1.24,55.6
SKU-010146,Água Eco 1L,BEVERAGES,GlobalSupply,25.76,59.02,188,1,1,5,0.00,0.30,2026-02-26,2025-10-03,0,1.08,56.4
SKU-010147,Água Plus 1L,BEVERAGES,GlobalSupply,31.39,40.79,14,10,53,7,1.24,1.51,2026-03-25,2025-12-02,0,0.96,23.0
SKU-010152,Cerveja Fresh 2L,BEVERAGES,Stock Direct,24.97,59.22,233,114,592,7,14.70,11.88,2026-03-29,2025-11-08,2,1.16,57.8
SKU-010156,Água TopMark 600ml,BEVERAGES,PrimeFood Distribuidora,23.63,31.73,22,15,43,7,1.91,2.45,2026-03-29,2026-01-20,0,0.80,25.5
SKU-010164,Água PrimaCare 1L,BEVERAGES,Casa & Lar Atacado,33.48,52.81,243,112,221,10,8.67,6.68,2026-03-25,2026-02-06,1,0.73,36.6
SKU-010170,Refrigerante Sul 2L,BEVERAGES,GlobalSupply,45.26,62.67,699,336,502,21,14.13,4.85,2026-03-25,2025-11-09,0,1.62,27.8
SKU-010173,Suco Vivace 600ml,BEVERAGES,GlobalSupply,37.06,55.06,390,282,712,14,15.67,6.50,2026-03-25,2025-11-26,0,1.44,32.7
SKU-010175,Água Sul 600ml,BEVERAGES,Distribuidora Central,18.74,53.25,134,1,1,7,0.00,0.27,2026-01-24,2026-02-25,0,0.96,64.8
SKU-010197,Água Vivace 600ml,BEVERAGES,MaxiSuprimentos,36.44,54.63,28,19,72,14,1.27,1.12,2026-03-28,2025-10-14,0,0.99,33.3
SKU-010203,Água Sul 600ml,BEVERAGES,Ponto Forte Atacadista,17.31,36.87,501,608,1006,30,27.77,14.73,2026-03-27,2026-03-09,0,0.92,53.0
SKU-010205,Energético Sul 600ml,BEVERAGES,Atacadão Nordeste,35.95,60.28,120,65,65,30,1.87,1.86,2026-03-24,2025-11-03,0,1.17,40.4
SKU-010207,Energético Fresh 600ml,BEVERAGES,Distribuidora Central,27.17,36.56,15,14,59,5,2.06,2.05,2026-03-29,2026-03-23,0,0.78,25.7
SKU-010216,Energético Sul 1L,BEVERAGES,Indústria Reunidas,33.63,58.85,327,124,620,10,10.96,10.22,2026-03-26,2026-01-22,0,1.21,42.9
SKU-010226,Refrigerante Natural 1L,BEVERAGES,PrimeFood Distribuidora,6.01,8.00,47,1,1,10,0.00,0.01,2025-10-25,2025-12-02,0,1.04,24.9
SKU-010229,Água Premium 1L,BEVERAGES,Distribuidora Central,4.85,6.10,21,15,73,10,1.40,1.25,2026-03-30,2025-11-05,0,1.10,20.5
SKU-010230,Cerveja TopMark 350ml,BEVERAGES,Stock Direct,33.86,55.11,98,211,1936,5,36.93,33.13,2026-03-27,2026-03-07,0,0.75,38.6
SKU-010251,Refrigerante Fresh 350ml,BEVERAGES,Aliança Comércio,47.88,83.10,82,1,1,10,0.00,0.29,2025-10-28,2026-03-21,0,1.21,42.4
SKU-010252,Suco Premium 1L,BEVERAGES,Aliança Comércio,4.41,10.39,933,419,828,21,16.83,16.81,2026-03-28,2025-10-06,0,0.97,57.5
SKU-010253,Energético Pro 350ml,BEVERAGES,TopParts Brasil,42.72,91.42,32,28,64,14,1.78,2.18,2026-03-27,2026-02-04,0,0.79,53.3
SKU-010260,Cerveja Eco 1L,BEVERAGES,PrimeFood Distribuidora,41.10,62.53,41,176,200,14,9.33,3.47,2026-03-26,2025-10-16,1,1.66,34.3
SKU-010268,Suco Mini 350ml,BEVERAGES,TopParts Brasil,5.03,7.63,77,30,436,3,9.13,10.39,2026-03-31,2025-11-27,0,1.06,34.1
SKU-010270,Refrigerante Pro 2L,BEVERAGES,Comercial Vitória,49.68,74.84,71,39,124,10,2.67,2.69,2026-03-27,2025-11-07,2,1.04,33.6
SKU-010286,Energético Pro 1L,BEVERAGES,Indústria Reunidas,49.59,76.82,51,26,39,14,1.50,1.59,2026-03-24,2025-10-26,0,1.14,35.4
SKU-010297,Cerveja Original 2L,BEVERAGES,TopParts Brasil,30.32,62.20,37,1,1,7,0.00,0.13,2025-12-07,,0,0.73,51.3
SKU-010299,Cerveja Original 2L,BEVERAGES,Atacadão Nordeste,47.83,94.14,297,256,777,7,27.80,32.18,2026-03-30,2026-01-29,0,1.12,49.2
SKU-010301,Água Vita 2L,BEVERAGES,TopParts Brasil,49.84,117.58,106,42,147,7,5.37,6.20,2026-03-30,2025-10-30,0,1.03,57.6
SKU-010304,Cerveja Gold 1L,BEVERAGES,Stock Direct,9.76,16.79,39,30,50,21,0.97,1.09,2026-03-29,2025-11-18,0,0.87,41.9
SKU-010310,Suco Vita 600ml,BEVERAGES,VivaMais Distribuição,19.35,35.10,282,184,350,14,11.21,11.97,2026-03-27,2025-11-27,0,1.08,44.9
SKU-010322,Refrigerante Vita 600ml,BEVERAGES,Atacadão Nordeste,25.65,37.16,38,21,121,7,2.23,1.89,2026-03-25,2026-02-18,0,0.86,31.0
SKU-010335,Energético Vita 350ml,BEVERAGES,VivaMais Distribuição,4.33,6.85,198,95,123,30,2.89,2.52,2026-03-29,2025-10-02,1,1.20,36.8
SKU-010338,Cerveja Natural 600ml,BEVERAGES,Stock Direct,41.41,54.56,908,522,793,30,13.77,11.78,2026-03-29,2026-02-22,0,0.89,24.1
SKU-010342,Cerveja Gold 1L,BEVERAGES,PrimeFood Distribuidora,24.81,37.44,33,26,120,5,4.54,4.69,2026-03-27,2025-12-27,0,0.70,33.7
SKU-010355,Refrigerante Master 2L,BEVERAGES,GlobalSupply,19.68,34.23,214,118,167,14,6.38,5.69,2026-03-31,2025-11-05,0,0.95,42.5
SKU-010363,Suco Premium 600ml,BEVERAGES,PrimeFood Distribuidora,7.44,15.81,34,23,47,10,1.58,1.60,2026-03-25,2026-01-04,1,1.00,52.9
SKU-010377,Suco Original 600ml,BEVERAGES,GlobalSupply,7.92,12.27,52,39,72,14,1.90,1.52,2026-03-28,2026-03-09,0,0.90,35.5
SKU-010383,Refrigerante Fresh 1L,BEVERAGES,MaxiSuprimentos,33.14,82.68,14,8,43,7,0.92,0.82,2026-03-29,2026-03-08,0,0.93,59.9
SKU-010389,Água Natural 2L,BEVERAGES,Atacadão Nordeste,27.79,76.11,214,213,531,14,10.17,4.20,2026-03-30,2025-10-10,0,1.84,63.5
SKU-010391,Água Vita 1L,BEVERAGES,Aliança Comércio,40.22,83.24,11,10,33,10,0.72,0.97,2026-03-29,2026-03-13,0,1.02,51.7
SKU-010422,Cerveja Eco 350ml,BEVERAGES,VivaMais Distribuição,40.64,67.55,8,6,33,7,0.79,0.69,2026-03-28,2026-01-06,0,1.04,39.8
SKU-010443,Suco Vita 600ml,BEVERAGES,PrimeFood Distribuidora,4.28,5.55,253,252,527,10,17.69,5.95,2026-03-27,2026-02-16,0,1.70,22.9
SKU-010448,Água Aurora 1L,BEVERAGES,Distribuidora Central,35.38,75.84,98,72,201,7,7.17,6.70,2026-03-28,2026-01-15,0,0.85,53.3
SKU-010449,Cerveja Nordeste 2L,BEVERAGES,Distribuidora Central,9.67,16.66,545,424,517,30,10.98,11.48,2026-03-27,2025-11-27,0,1.07,41.9
